"Users_Email","Users_Password","Student_Code","Student_FirstName","Student_LastName","Student_Phone","Student_Birthdate","Student_Religion","Student_MedicalProblem","Faculty_Name","Department_Name","Teacher_Code","Student_AcademicYear"
"jaruwrr.sri@rmutto.ac.th","Cs12345678","778331771785-3","จารุวรรณ","ศรีสุวรรณ","0928300833","15-08-2543","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","376448720378-9","2567"
"suwrri.sir@rmutto.ac.th","Cs12345678","930244112386-3","สุวรรณี","ศิริวัฒน์","0899727150","18-03-2547","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","830796292266-2","2566"
"pmphph.mon@rmutto.ac.th","Cs12345678","146973334105-0","ปฐมภพ","มโนชัย","0921532909","12/6/2545","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2567"
"wrali.sur@rmutto.ac.th","Cs12345678","947246743952-3","วราลี","สุรศักดิ์","0884481694","28-01-2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2565"
"oayphachr.phu@rmutto.ac.th","Cs12345678","238729240846-2","อัญพัชร","ภูมิพงษ์","0950186242","20-11-2544","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2565"
"jiraphr.oak@rmutto.ac.th","Cs12345678","697668109251-8","จิราภรณ์","อัครวัฒน์","0638799425","26-02-2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","830796292266-2","2566"
"oayya.cha@rmutto.ac.th","Cs12345678","481623942862-1","อัญญา","ชัยวัฒนา","0647914032","15-10-2546","ไม่ระบุ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2566"
"parichati.swa@rmutto.ac.th","Cs12345678","855850836498-4","ปาริชาติ","สวัสดิ์สุข","0845646578","23-03-2549","คริสต์","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2566"
"suphchay.phi@rmutto.ac.th","Cs12345678","526194678961-6","ศุภชัย","พีรพล","0901959349","24-07-2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2565"
"srawui.sri@rmutto.ac.th","Cs12345678","165555499335-1","ศราวุฒิ","ศรีมงคล","0922834105","20-06-2549","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2565"
"phathr.pay@rmutto.ac.th","Cs12345678","120728147577-8","ภัทร","ปัญญาดี","0651300763","25-11-2545","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","153499773324-8","2567"
"phirphan.buy@rmutto.ac.th","Cs12345678","884699729979-8","พีรพัฒน์","บุญญฤทธิ์","0929950397","14-06-2549","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","830796292266-2","2567"
"smbur.pha@rmutto.ac.th","Cs12345678","937420210002-4","สมบูรณ์","ภานุวัฒน์","0986434793","24-04-2547","คริสต์","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","153499773324-8","2567"
"kongphph.khu@rmutto.ac.th","Cs12345678","217532391520-3","ก้องภพ","คุ้มวงศ์","0613096281","11/6/2549","ไม่ระบุ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2565"
"suphwan.wrw@rmutto.ac.th","Cs12345678","140008870516-7","ศุภวัฒน์","วรวิทย์","0890425440","23-04-2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","153499773324-8","2566"
"phimphaij.thn@rmutto.ac.th","Cs12345678","297492935592-1","พิมพ์ใจ","ธนกฤต","0659122399","16-05-2544","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2566"
"phathrphl.nam@rmutto.ac.th","Cs12345678","588089985570-2","ภัทรพล","นามวงศ์","0873021596","13-12-2544","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2565"
"ichapha.cha@rmutto.ac.th","Cs12345678","302034859434-6","ณิชาภา","ชัยวัฒนา","0964108062","24-05-2549","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2566"
"oaychnari.thr@rmutto.ac.th","Cs12345678","106158737739-5","อัญชนารี","ธรรมโชติ","0658781769","23-06-2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","153499773324-8","2565"
"chnikant.phi@rmutto.ac.th","Cs12345678","545384318828-5","ชนิกานต์","พีรพงษ์","0916131615","27-06-2546","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","153499773324-8","2566"
"kmlchnk.thn@rmutto.ac.th","Cs12345678","720477388751-8","กมลชนก","ธนาธิป","0973301240","1/12/2543","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","830796292266-2","2567"
"phumi.pha@rmutto.ac.th","Cs12345678","156355707060-7","ภูมิ","ภานุวิชญ์","0656979278","28-03-2549","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","376448720378-9","2565"
"chinwatr.sup@rmutto.ac.th","Cs12345678","650310944582-8","ชินวัตร","ศุภศักดิ์","0903118997","3/8/2545","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2565"
"puika.phi@rmutto.ac.th","Cs12345678","604069505083-7","ปุณิกา","พีรพล","0804277577","15-12-2545","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","487773809679-4","2566"
"thnida.oph@rmutto.ac.th","Cs12345678","866385309340-2","ธนิดา","อภิชาติ","0970518261","1/5/2548","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การบัญชี (2 ปี ต่อเนื่อง)","910574237044-5","2566"
"suwichcha.thn@rmutto.ac.th","Cs12345678","334990972145-9","สุวิชชา","ธนกุล","0998593932","26-02-2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2567"
"oariratn.thn@rmutto.ac.th","Cs12345678","196368994277-8","อารีรัตน์","ธนวัฒน์","0647124092","3/1/2543","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2565"
"phrthiphy.thn@rmutto.ac.th","Cs12345678","139466849333-8","พรทิพย์","ธนากร","0650204522","14-09-2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2566"
"jindaphr.oak@rmutto.ac.th","Cs12345678","345537284520-5","จินดาภร","อัครพล","0894003482","19-02-2549","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2565"
"buysng.pha@rmutto.ac.th","Cs12345678","664799736808-6","บุญส่ง","ภานุวิชญ์","0637617039","18-08-2543","ไม่ระบุ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2565"
"wrwichy.chw@rmutto.ac.th","Cs12345678","424002115494-7","วรวิชญ์","ชวลิต","0604728408","6/11/2544","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2567"
"phumiwan.thn@rmutto.ac.th","Cs12345678","396177989397-8","ภูมิวัฒน์","ธนากร","0870284705","17-12-2545","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2567"
"raphngs.oru@rmutto.ac.th","Cs12345678","499056415738-7","รัฐพงษ์","อรุณวงศ์","0955232669","20-01-2549","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2566"
"chamnay.thn@rmutto.ac.th","Cs12345678","307300384301-0","ชำนาญ","ธนวัฒน์","0690880898","19-01-2546","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2565"
"wrakr.wre@rmutto.ac.th","Cs12345678","138957120409-8","วรากร","วรเกียรติ","0606100513","5/9/2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2567"
"supha.thn@rmutto.ac.th","Cs12345678","678856781483-7","ศุภณัฐ","ธนากร","0911486263","18-11-2545","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2565"
"ophichya.ks@rmutto.ac.th","Cs12345678","926781330651-5","อภิชญา","กฤษณ์","0834472955","9/2/2545","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2566"
"wisrut.thn@rmutto.ac.th","Cs12345678","951204323802-5","วิศรุต","ธนวัฒน์","0630058571","8/6/2546","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2565"
"kayyaratn.wrp@rmutto.ac.th","Cs12345678","657253492008-1","กัญญารัตน์","วรพงษ์","0609712462","27-03-2547","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2567"
"jiraphr.kit@rmutto.ac.th","Cs12345678","886760149146-9","จิราพร","กิตติพงศ์","0816449765","9/11/2545","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2567"
"jirphngs.khj@rmutto.ac.th","Cs12345678","926014134852-0","จิรพงศ์","ขจรศักดิ์","0851387845","9/7/2547","อิสลาม","ไมเกรน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2566"
"kittiphngs.suk@rmutto.ac.th","Cs12345678","277240454403-0","กิตติพงษ์","สุขสวัสดิ์","0682092552","13-10-2547","พุทธ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2567"
"kantchay.thn@rmutto.ac.th","Cs12345678","453994815664-7","กานต์ชัย","ธนากร","0633704008","25-01-2545","พุทธ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2567"
"thnakr.phi@rmutto.ac.th","Cs12345678","674684120466-7","ธนากร","พีรพล","0638073110","9/9/2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2567"
"suwiml.phu@rmutto.ac.th","Cs12345678","414508534420-0","สุวิมล","พูนทรัพย์","0836969582","1/12/2548","พุทธ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2567"
"santisukh.wng@rmutto.ac.th","Cs12345678","838588631878-0","สันติสุข","วงษ์สุวรรณ","0837744777","5/10/2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2566"
"jiraphr.phu@rmutto.ac.th","Cs12345678","891086981821-7","จิราพร","ภูมิวัฒน์","0678177123","14-07-2548","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2567"
"phkhphl.sup@rmutto.ac.th","Cs12345678","160885340692-4","ภคพล","ศุภชัย","0805313686","2/4/2545","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2566"
"raphngs.phi@rmutto.ac.th","Cs12345678","310888802766-1","รัฐพงษ์","พีรพัฒน์","0607427754","17-05-2549","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2565"
"thnakr.wrw@rmutto.ac.th","Cs12345678","281149288050-7","ธนากร","วรวิทย์","0670752375","14-11-2544","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2567"
"nrinthr.pha@rmutto.ac.th","Cs12345678","613173599645-9","นรินทร์","ภานุพงษ์","0667710599","9/2/2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2565"
"thnkt.kul@rmutto.ac.th","Cs12345678","941675374456-8","ธนกฤต","กุลประเสริฐ","0806255819","2/12/2548","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2567"
"nanthna.aes@rmutto.ac.th","Cs12345678","467242677792-1","นันทนา","แสงทอง","0918992609","8/7/2547","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2566"
"phumiwan.cha@rmutto.ac.th","Cs12345678","926105253258-4","ภูมิวัฒน์","ชำนาญ","0646924194","20-04-2548","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2565"
"suwrri.pha@rmutto.ac.th","Cs12345678","346326519195-8","สุวรรณี","ภานุวัฒน์","0985011726","16-09-2549","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2565"
"suphwan.sak@rmutto.ac.th","Cs12345678","165236445322-9","ศุภวัฒน์","ศักดิ์สิทธิ์","0902190965","11/5/2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2567"
"pithan.jir@rmutto.ac.th","Cs12345678","140014297902-4","ปณิธาน","จิรพงศ์","0684728855","13-10-2545","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2567"
"thnkr.wir@rmutto.ac.th","Cs12345678","482981170103-8","ธนกร","วีระพงษ์","0937245935","23-01-2545","ไม่ระบุ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2565"
"oaychali.oak@rmutto.ac.th","Cs12345678","124929174299-6","อัญชาลี","อัครวัฒน์","0685231668","8/8/2547","อิสลาม","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2565"
"jiraphr.oph@rmutto.ac.th","Cs12345678","110129896194-5","จิราภร","อภิชาติ","0635469457","8/3/2549","ไม่ระบุ","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2567"
"phirphathr.wrp@rmutto.ac.th","Cs12345678","962846690267-6","พีรภัทร์","วรพัฒน์","0687513422","5/8/2547","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2567"
"ophichay.ois@rmutto.ac.th","Cs12345678","340711116831-0","อภิชัย","อิศรา","0665243345","24-10-2548","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2566"
"wrayya.sup@rmutto.ac.th","Cs12345678","695335251084-9","วรัญญา","ศุภศักดิ์","0680934785","15-02-2543","พุทธ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2566"
"siththisakdi.phi@rmutto.ac.th","Cs12345678","840485801523-9","สิทธิศักดิ์","พีรพัฒน์","0882892605","14-10-2549","คริสต์","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2567"
"wiaillaks.pha@rmutto.ac.th","Cs12345678","476160969659-2","วิไลลักษณ์","ภานุวิชญ์","0606075658","10/7/2546","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2567"
"oayphachr.oph@rmutto.ac.th","Cs12345678","212095882177-2","อัญพัชร","อภิชัย","0990823469","25-03-2543","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2565"
"kittiphngs.wrc@rmutto.ac.th","Cs12345678","346671708087-2","กิตติพงษ์","วรชาติ","0979889153","13-01-2544","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2565"
"thwach.wrw@rmutto.ac.th","Cs12345678","259783302208-6","ธวัช","วรวิทย์","0896883936","2/11/2546","อิสลาม","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2566"
"jintna.phu@rmutto.ac.th","Cs12345678","134776485333-5","จินตนา","พูนสิน","0673990023","13-11-2546","คริสต์","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2565"
"phathredch.sud@rmutto.ac.th","Cs12345678","365902324611-2","ภัทรเดช","สุดใจ","0857019879","25-07-2547","คริสต์","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2567"
"suphisra.wrp@rmutto.ac.th","Cs12345678","894249491365-6","ศุภิสรา","วรพล","0980669162","18-01-2545","อิสลาม","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2566"
"suphin.buy@rmutto.ac.th","Cs12345678","621424634376-8","สุพิน","บุญมี","0865236939","4/4/2544","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2566"
"suphatra.onu@rmutto.ac.th","Cs12345678","933972706991-2","สุพัตรา","อนุรักษ์","0847585178","14-09-2545","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2567"
"nbdinthr.kit@rmutto.ac.th","Cs12345678","225727571056-1","นฤบดินทร์","กิตติพงษ์","0865224480","1/8/2543","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2565"
"aphngs.phn@rmutto.ac.th","Cs12345678","222594646763-7","ณัฐพงษ์","พงษ์ศักดิ์","0962704398","20-05-2548","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2566"
"aphngs.wre@rmutto.ac.th","Cs12345678","251797927310-6","ณัฐพงษ์","วรเมธ","0997691639","1/4/2546","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","394665045778-3","2566"
"siwkr.sup@rmutto.ac.th","Cs12345678","727565498348-9","ศิวกร","ศุภชัย","0897206088","23-07-2547","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","400189081662-8","2567"
"jiraphr.cha@rmutto.ac.th","Cs12345678","202634989617-4","จิราพร","ชัยวัฒนา","0926274298","24-03-2543","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2565"
"thnakr.sir@rmutto.ac.th","Cs12345678","996712513766-1","ธนากร","ศิริพงษ์","0834802215","19-06-2547","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","950523919547-6","2566"
"phkhphl.oph@rmutto.ac.th","Cs12345678","340530876787-3","ภคพล","อภิชาติ","0886888439","18-07-2548","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","892072255870-0","2566"
"nrinthr.chi@rmutto.ac.th","Cs12345678","666818953817-5","นรินทร์","ชินวัตร","0908010322","7/11/2546","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2565"
"oiththiphl.thn@rmutto.ac.th","Cs12345678","705727149105-3","อิทธิพล","ธนพงษ์","0817143577","23-05-2545","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","การโฆษณาและประชาสัมพันธ์","525054465882-6","2565"
"oaychnari.wrp@rmutto.ac.th","Cs12345678","143370153066-7","อัญชนารี","วรพัฒน์","0820058805","2/1/2547","ไม่ระบุ","โรคหอบหืด","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","145886712980-2","2567"
"suphrri.kit@rmutto.ac.th","Cs12345678","469188843982-6","สุพรรณี","กิตติศักดิ์","0917290507","15-12-2548","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2565"
"suphaphr.phn@rmutto.ac.th","Cs12345678","919241497386-2","สุภาพร","พงศกร","0939018434","17-04-2545","ไม่ระบุ","ปัญหาการมองเห็น","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","145886712980-2","2566"
"wisrut.sup@rmutto.ac.th","Cs12345678","692572781351-0","วิศรุต","สุภัทร","0984497046","9/2/2549","พุทธ","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2566"
"suphaphr.sit@rmutto.ac.th","Cs12345678","668762452874-5","สุภาพร","สิทธิชัย","0867058237","6/7/2543","พุทธ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2567"
"thirphan.suk@rmutto.ac.th","Cs12345678","206540780779-9","ธีรพัฒน์","สุขสวัสดิ์","0962688264","15-04-2548","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","145886712980-2","2565"
"wrutm.phi@rmutto.ac.th","Cs12345678","847413971176-9","วรุตม์","พีรพล","0623610493","26-05-2548","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","145886712980-2","2567"
"jirphan.swa@rmutto.ac.th","Cs12345678","585015471535-5","จิรพัฒน์","สวัสดิ์สุข","0903455538","24-12-2546","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2567"
"jaruratn.sup@rmutto.ac.th","Cs12345678","141613805099-8","จารุรัตน์","ศุภศักดิ์","0838557948","4/10/2543","คริสต์","โรคหัวใจ","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","145886712980-2","2567"
"oaychna.khn@rmutto.ac.th","Cs12345678","506024877079-4","อัญชนา","คงเดช","0609387432","6/4/2549","คริสต์","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2566"
"ointhira.thn@rmutto.ac.th","Cs12345678","618712974726-3","อินทิรา","ธนกุล","0938905187","23-07-2543","อิสลาม","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","977401290890-6","2566"
"jintphr.phu@rmutto.ac.th","Cs12345678","469821973580-2","จินตพร","ภูมิพงษ์","0651149520","28-09-2543","ไม่ระบุ","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","588178009352-2","2565"
"suwika.sun@rmutto.ac.th","Cs12345678","639383780647-0","สุวิกา","สุนทร","0823558681","4/8/2549","ไม่ระบุ","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2567"
"oaychna.sup@rmutto.ac.th","Cs12345678","525472224046-6","อัญชนา","ศุภชัย","0839283735","15-03-2543","พุทธ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","588178009352-2","2566"
"siththichay.wrp@rmutto.ac.th","Cs12345678","832222808127-3","สิทธิชัย","วรพัฒน์","0847579866","17-12-2544","อิสลาม","","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","977401290890-6","2565"
"oaychli.oak@rmutto.ac.th","Cs12345678","750451972962-5","อัญชลี","อัครพล","0851065755","8/1/2545","อิสลาม","ความดันโลหิตสูง","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2565"
"wrphan.kml@rmutto.ac.th","Cs12345678","624655780731-0","วรพัฒน์","กมลวัฒน์","0974631094","5/11/2548","ไม่ระบุ","โรคเบาหวาน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","722908383143-0","2567"
"thnkr.pha@rmutto.ac.th","Cs12345678","195304394203-1","ธนกร","ภานุพงษ์","0872271260","17-08-2548","ไม่ระบุ","ปัญหาการได้ยิน","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2566"
"suriphr.sup@rmutto.ac.th","Cs12345678","761566703169-8","สุรีภร","ศุภพงษ์","0677377576","8/6/2549","อิสลาม","ภูมิแพ้","บริหารธุรกิจและเทคโนโลยีสารสนเทศ","มัลติมีเดีย","783985492737-8","2565"
