Users_Email,Users_Password,Student_Code,Student_FirstName,Student_LastName,Student_Birthdate,Student_Religion,Student_MedicalProblem,Faculty_Name,Department_Name,Teacher_Code,Student_AcademicYear
suwiml.sup@rmutto.ac.th,Cs12345678,700031872997-9,สุวิมล,ศุภพงษ์,15/8/2543,ไม่ระบุ,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2566
jindaratn.kit@rmutto.ac.th,Cs12345678,679615614597-8,จินดารัตน์,กิตติศักดิ์,28/3/2545,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2567
surechs.wrp@rmutto.ac.th,Cs12345678,375258654293-3,สุรเชษฐ์,วรพล,19/11/2546,ไม่ระบุ,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2566
chnika.wre@rmutto.ac.th,Cs12345678,124481655685-0,ชนิกา,วรเมธ,2/4/2549,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
awan.thn@rmutto.ac.th,Cs12345678,214874245872-4,ณัฐวัฒน์,ธนวัฒน์,20/2/2545,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2567
thrngphl.jit@rmutto.ac.th,Cs12345678,717869212489-9,ทรงพล,จิตต์นที,23/12/2543,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2567
kantthida.wrp@rmutto.ac.th,Cs12345678,191421788623-3,กันต์ธิดา,วรพล,26/9/2544,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2567
ks.oak@rmutto.ac.th,Cs12345678,401877835774-0,กฤษณ์,อัครวัฒน์,28/9/2543,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2567
puika.sir@rmutto.ac.th,Cs12345678,794905737426-7,ปุณิกา,ศิริชัย,11/9/2545,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2566
suthida.oru@rmutto.ac.th,Cs12345678,485321932196-5,สุธิดา,อรุณวงศ์,1/4/2547,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2567
jindami.puw@rmutto.ac.th,Cs12345678,121258385991-9,จินดามณี,ปุณณวิช,8/7/2544,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2565
juamas.wrw@rmutto.ac.th,Cs12345678,242830612818-8,จุฑามาศ,วรวิชญ์,20/1/2547,คริสต์,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2567
siththichay.phi@rmutto.ac.th,Cs12345678,707707401441-5,สิทธิชัย,พีรพัฒน์,4/10/2543,อิสลาม,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2567
siththisakdi.oph@rmutto.ac.th,Cs12345678,722351899147-3,สิทธิศักดิ์,อภิวัฒน์,8/7/2545,อิสลาม,โรคหัวใจ,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2567
oaychna.phn@rmutto.ac.th,Cs12345678,942815643112-8,อัญชนา,พงศกร,2/2/2545,คริสต์,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2565
jaruwrr.nph@rmutto.ac.th,Cs12345678,972731358807-5,จารุวรรณ,นฤพนธ์,10/6/2548,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
jindaratnpha.phn@rmutto.ac.th,Cs12345678,589443760027-7,จินดารัตน์ภา,พงศ์ธร,27/7/2544,อิสลาม,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2565
jindami.nph@rmutto.ac.th,Cs12345678,139882650392-9,จินดามณี,นพดล,17/8/2545,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
jintna.sup@rmutto.ac.th,Cs12345678,662599732941-8,จินตนา,ศุภพงษ์,23/4/2545,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2565
suphphngs.cha@rmutto.ac.th,Cs12345678,974780578875-4,ศุภพงษ์,ชัยวัฒนา,22/6/2548,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
suphawdi.suw@rmutto.ac.th,Cs12345678,190738632097-9,สุภาวดี,สุวรรณชัย,13/12/2547,พุทธ,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2565
jindapha.aek@rmutto.ac.th,Cs12345678,261796132087-6,จินดาภา,แก้วใส,27/1/2544,คริสต์,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2567
wrwithy.oph@rmutto.ac.th,Cs12345678,565375418391-7,วรวิทย์,อภิพงษ์,6/6/2545,คริสต์,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2567
chnikant.wrw@rmutto.ac.th,Cs12345678,519936832000-6,ชนิกานต์,วรวิชญ์,14/10/2549,คริสต์,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2565
thnida.oph@rmutto.ac.th,Cs12345678,941477544820-9,ธนิดา,อภิชัย,8/4/2544,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2565
sirinthr.aes@rmutto.ac.th,Cs12345678,877224869941-5,สิรินทร์,แสงทอง,15/7/2548,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,510575730455-9,2566
jindaphr.oph@rmutto.ac.th,Cs12345678,970677672985-5,จินดาภร,อภิพงษ์,21/8/2544,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2565
priyya.wrw@rmutto.ac.th,Cs12345678,467674581068-6,ปริญญา,วรวิชญ์,14/2/2544,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2565
phumiwan.wrw@rmutto.ac.th,Cs12345678,495667259624-0,ภูมิวัฒน์,วรวิชญ์,3/7/2548,คริสต์,ไมเกรน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2565
nlin.jir@rmutto.ac.th,Cs12345678,231381762144-1,นลิน,จิรพัฒน์,27/7/2549,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2567
jaruwrr.wrp@rmutto.ac.th,Cs12345678,647320713036-5,จารุวรรณ,วรพัฒน์,22/5/2548,อิสลาม,ภูมิแพ้,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2565
oaychna.oph@rmutto.ac.th,Cs12345678,524787166289-5,อัญชนา,อภิชัย,14/3/2548,พุทธ,ปัญหาการมองเห็น,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2567
jindaphr.suw@rmutto.ac.th,Cs12345678,670811994293-6,จินดาพร,สุวรรณ,10/4/2545,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2567
jindaratnphr.phi@rmutto.ac.th,Cs12345678,323656384295-6,จินดารัตน์พร,พีรพล,8/2/2549,อิสลาม,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2567
phachrapha.kit@rmutto.ac.th,Cs12345678,729802219312-4,พัชราภา,กิตติพงษ์,23/1/2549,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2565
wrwichy.ejr@rmutto.ac.th,Cs12345678,116247895242-0,วรวิชญ์,เจริญสุข,27/3/2545,พุทธ,โรคหอบหืด,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2565
nbdinthr.wic@rmutto.ac.th,Cs12345678,705466118299-6,นฤบดินทร์,วิชิต,1/11/2547,ไม่ระบุ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2567
phngskr.phn@rmutto.ac.th,Cs12345678,423613109772-9,พงศกร,พงษ์ศักดิ์,1/7/2548,อิสลาม,ความดันโลหิตสูง,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,651543505435-6,2566
jindaratn.rng@rmutto.ac.th,Cs12345678,193059572842-3,จินดารัตน์,ณรงค์ศักดิ์,7/8/2546,คริสต์,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,896591513578-8,2566
suphaphr.pit@rmutto.ac.th,Cs12345678,707195431520-9,สุภาพร,ปิติศักดิ์,17/5/2544,อิสลาม,ปัญหาการได้ยิน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,975226267662-8,2566
jintna.aek@rmutto.ac.th,Cs12345678,962345677099-0,จินตนา,แก้วใส,1/2/2548,พุทธ,,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2565
wrrisa.sit@rmutto.ac.th,Cs12345678,902221349216-1,วรรณิศา,สิทธิพงษ์,8/3/2549,คริสต์,โรคเบาหวาน,บริหารธุรกิจและเทคโนโลยีสารสนเทศ,เศรษฐศาสตร์,570146653886-2,2565
