"Users_Email","Users_Password","Student_Code","Student_FirstName","Student_LastName","Student_Phone","Student_Birthdate","Student_Religion","Student_MedicalProblem","Faculty_Name","Department_Name","Teacher_Code","Student_AcademicYear"
"siththichay.thi@rmutto.ac.th","Cs12345678","806468720190-5","สิทธิชัย","ธีรพงศ์","0642040209","14-03-2549","ไม่ระบุ","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2565"
"thnwan.wrp@rmutto.ac.th","Cs12345678","526083815577-9","ธนวัฒน์","วรพงษ์","0806895885","13-09-2543","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2566"
"kantchay.phn@rmutto.ac.th","Cs12345678","106766521471-6","กานต์ชัย","พงศกร","0951200702","25-08-2543","พุทธ","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2567"
"nitiphngs.kit@rmutto.ac.th","Cs12345678","187448420701-5","นิติพงษ์","กิตติพงษ์","0904720382","6/6/2543","ไม่ระบุ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2566"
"wilawaly.nph@rmutto.ac.th","Cs12345678","419771187948-1","วิลาวัลย์","นพดล","0881588659","26-09-2544","อิสลาม","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"oakhrphl.oph@rmutto.ac.th","Cs12345678","588932810595-6","อัครพล","อภิชาติ","0611201286","17-12-2548","ไม่ระบุ","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2565"
"wrutm.cha@rmutto.ac.th","Cs12345678","583213327417-4","วรุตม์","ชัยมงคล","0848504407","3/5/2543","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2566"
"phirphl.jit@rmutto.ac.th","Cs12345678","376534131006-2","พีรพล","จิตต์นที","0915862669","22-03-2543","อิสลาม","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"thnwan.thi@rmutto.ac.th","Cs12345678","153004725096-7","ธนวัฒน์","ธีรพงศ์","0832752288","4/7/2548","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"kmlchnk.phn@rmutto.ac.th","Cs12345678","853033732194-9","กมลชนก","พงศ์ศักดิ์","0677863389","25-11-2548","อิสลาม","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2567"
"wrwithy.smb@rmutto.ac.th","Cs12345678","582971602311-9","วรวิทย์","สมบูรณ์","0812578585","7/2/2543","พุทธ","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2566"
"suwichcha.pha@rmutto.ac.th","Cs12345678","553070625088-8","สุวิชชา","ภานุ","0689720272","17-01-2546","อิสลาม","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2565"
"ks.kit@rmutto.ac.th","Cs12345678","579019898003-4","กฤษณ์","กิตติพงษ์","0865335300","4/4/2547","ไม่ระบุ","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2565"
"ophichya.phn@rmutto.ac.th","Cs12345678","633746399199-1","อภิชญา","พงศ์ศักดิ์","0822988878","7/7/2547","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2565"
"pmphph.oak@rmutto.ac.th","Cs12345678","601571499637-4","ปฐมภพ","อัครวัฒน์","0672084600","24-10-2543","คริสต์","โรคหอบหืด","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"chamnay.thn@rmutto.ac.th","Cs12345678","826906441106-9","ชำนาญ","ธนพงษ์","0971648230","23-09-2548","พุทธ","โรคหอบหืด","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2566"
"jiraphr.pay@rmutto.ac.th","Cs12345678","900205637731-9","จิราพร","ปัญญาดี","0981662264","3/8/2545","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"phirphl.jir@rmutto.ac.th","Cs12345678","787490849891-4","พีรพล","จิรพงศ์","0815720605","3/5/2549","ไม่ระบุ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2565"
"jiraphr.chw@rmutto.ac.th","Cs12345678","398998323175-0","จิราพร","ชวลิต","0908450671","23-05-2547","พุทธ","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2566"
"piywdi.ois@rmutto.ac.th","Cs12345678","303416948151-7","ปิยวดี","อิศรา","0887616369","4/5/2544","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2566"
"ichapha.pha@rmutto.ac.th","Cs12345678","883844472780-6","ณิชาภา","ภักดี","0871416532","28-01-2549","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2566"
"jintphr.puw@rmutto.ac.th","Cs12345678","236632767653-5","จินตพร","ปุณณวิช","0693149233","28-12-2546","พุทธ","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"ophichya.wrp@rmutto.ac.th","Cs12345678","987789847970-5","อภิชญา","วรพล","0943849766","21-05-2548","ไม่ระบุ","โรคหอบหืด","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"oayya.pha@rmutto.ac.th","Cs12345678","469544300775-1","อัญญา","ภัทรเดช","0888933523","1/11/2548","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2565"
"chinwatr.mir@rmutto.ac.th","Cs12345678","675435939493-3","ชินวัตร","มณีรัตน์","0936051333","23-08-2549","คริสต์","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"kmlchnk.thn@rmutto.ac.th","Cs12345678","829023617027-1","กมลชนก","ธนกุล","0690799753","6/9/2544","คริสต์","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2567"
"suwichcha.kit@rmutto.ac.th","Cs12345678","947551969497-2","สุวิชชา","กิตติพงษ์","0820488968","23-07-2545","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2566"
"aphngs.thn@rmutto.ac.th","Cs12345678","578680353597-5","ณัฐพงษ์","ธนกฤต","0871672707","7/7/2547","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"jiraphr.oak@rmutto.ac.th","Cs12345678","706710900821-3","จิราภร","อัครวัฒน์","0601636257","20-01-2544","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","502041296711-0","2565"
"oaychna.thn@rmutto.ac.th","Cs12345678","802109692123-1","อัญชนา","ธนากร","0881559486","5/12/2549","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2567"
"ksa.pha@rmutto.ac.th","Cs12345678","702841113358-4","กฤษณะ","ภานุพงษ์","0993552727","12/11/2549","คริสต์","ปัญหาการมองเห็น","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","502041296711-0","2566"
"thirphan.cha@rmutto.ac.th","Cs12345678","388087831477-3","ธีรพัฒน์","ฉัตรชัย","0885739429","27-06-2546","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"ophiratn.sup@rmutto.ac.th","Cs12345678","352628543124-6","อภิรัตน์","ศุภชัย","0910611883","19-12-2549","อิสลาม","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2565"
"phathrsuda.puw@rmutto.ac.th","Cs12345678","777952410991-7","ภัทรสุดา","ปุณณวิช","0601836492","12/10/2546","อิสลาม","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2566"
"oisra.swa@rmutto.ac.th","Cs12345678","225793950042-0","อิศรา","สวัสดิ์สุข","0627478919","5/11/2548","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2565"
"wilawaly.sup@rmutto.ac.th","Cs12345678","861884260010-7","วิลาวัลย์","ศุภพงษ์","0972524700","15-11-2544","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"suphichcha.thr@rmutto.ac.th","Cs12345678","139806554378-9","สุพิชชา","ธรรมโชติ","0946879550","4/5/2548","คริสต์","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2566"
"jirphan.pha@rmutto.ac.th","Cs12345678","517361257632-1","จิรพัฒน์","ภานุวิชญ์","0961890316","16-10-2545","ไม่ระบุ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","502041296711-0","2565"
"orthay.phu@rmutto.ac.th","Cs12345678","997134310481-7","อรทัย","พูนทรัพย์","0822020946","9/8/2549","อิสลาม","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2566"
"sakdisiththi.sup@rmutto.ac.th","Cs12345678","107894132651-6","ศักดิ์สิทธิ์","ศุภศักดิ์","0801579774","19-05-2548","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"santi.buy@rmutto.ac.th","Cs12345678","783974165918-3","สันติ","บุญเลิศ","0988633041","7/9/2546","ไม่ระบุ","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2565"
"jindapha.phu@rmutto.ac.th","Cs12345678","175998268461-2","จินดาภา","ภูมิวัฒน์","0807677898","8/12/2549","พุทธ","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2566"
"ophichy.thn@rmutto.ac.th","Cs12345678","326151220913-8","อภิชญ์","ธนาธิป","0957650744","22-09-2547","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2566"
"nthi.phu@rmutto.ac.th","Cs12345678","141773837613-0","นที","ภูมิพงษ์","0676733916","2/7/2544","ไม่ระบุ","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"withya.sur@rmutto.ac.th","Cs12345678","611234875384-5","วิทยา","สุรศักดิ์","0870969842","21-05-2544","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2566"
"phachrnanth.wrw@rmutto.ac.th","Cs12345678","371140983193-2","พัชรนันท์","วรวิทย์","0668505221","8/10/2543","คริสต์","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"santi.onu@rmutto.ac.th","Cs12345678","176900579744-8","สันติ","อนุชา","0879674909","15-11-2545","อิสลาม","ปัญหาการมองเห็น","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","502041296711-0","2566"
"wraphr.buy@rmutto.ac.th","Cs12345678","204508335372-4","วราภรณ์","บุญเลิศ","0628766320","15-03-2548","ไม่ระบุ","ไมเกรน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"ksa.sit@rmutto.ac.th","Cs12345678","761476492078-3","กฤษณะ","สิทธิพงษ์","0627556572","5/4/2543","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2565"
"awui.pri@rmutto.ac.th","Cs12345678","394415949268-7","ณัฐวุฒิ","ปรีชา","0916564475","24-05-2546","อิสลาม","ไมเกรน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","792276418064-7","2565"
"jindami.eph@rmutto.ac.th","Cs12345678","427445361543-3","จินดามณี","เพชรศรี","0924719416","6/4/2545","อิสลาม","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2565"
"wiaillaks.wrp@rmutto.ac.th","Cs12345678","507094582274-7","วิไลลักษณ์","วรพล","0967033006","17-04-2545","คริสต์","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2567"
"wrwithy.oph@rmutto.ac.th","Cs12345678","700374769616-1","วรวิทย์","อภิชัย","0878406031","9/6/2545","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2565"
"jirphathr.wre@rmutto.ac.th","Cs12345678","330693669952-4","จิรภัทร","วรเวช","0914960202","12/8/2545","อิสลาม","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","536902468076-8","2565"
"ssithr.wre@rmutto.ac.th","Cs12345678","212335756297-2","ศศิธร","วรเกียรติ","0665357778","15-02-2546","อิสลาม","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"oariratn.pit@rmutto.ac.th","Cs12345678","474766683998-1","อารีรัตน์","ปิติพงศ์","0631721784","20-02-2543","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","393618350121-0","2567"
"nphdl.phr@rmutto.ac.th","Cs12345678","682351730822-5","นพดล","พรเทพ","0860185204","21-07-2549","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","502041296711-0","2566"
"faais.jit@rmutto.ac.th","Cs12345678","287486385758-9","ฟ้าใส","จิตตะวี","0961497760","5/1/2545","ไม่ระบุ","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"kmlchnk.ois@rmutto.ac.th","Cs12345678","841000461660-5","กมลชนก","อิศรา","0816110739","15-10-2546","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการท่องเที่ยว)","936676838755-3","2567"
"ophiyya.kit@rmutto.ac.th","Cs12345678","431391241864-7","อภิญญา","กิตติพงศ์","0945980101","12/5/2547","พุทธ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2565"
"siththichay.pay@rmutto.ac.th","Cs12345678","442455500022-5","สิทธิชัย","ปัญญาดี","0950797169","9/4/2549","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2566"
"siththichay.sit@rmutto.ac.th","Cs12345678","770570206779-4","สิทธิชัย","สิทธิพงษ์","0647726826","10/1/2547","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2565"
"ophichay.phu@rmutto.ac.th","Cs12345678","980159358509-1","อภิชัย","ภูวดล","0629455676","6/11/2544","คริสต์","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2565"
"jintna.pra@rmutto.ac.th","Cs12345678","415377656943-1","จินตนา","ปราโมทย์","0885695115","10/8/2548","คริสต์","ไมเกรน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","144220695903-1","2565"
"oaymi.wir@rmutto.ac.th","Cs12345678","126634760984-7","อัญมณี","วีระพงษ์","0826818741","10/2/2549","ไม่ระบุ","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","144220695903-1","2566"
"suphawdi.phu@rmutto.ac.th","Cs12345678","990150358121-5","สุภาวดี","ภูมิพล","0601989777","28-02-2546","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"chyphl.rng@rmutto.ac.th","Cs12345678","401514198835-8","ชยพล","ณรงค์ศักดิ์","0872320536","18-12-2545","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2565"
"piywan.pkr@rmutto.ac.th","Cs12345678","970408395254-7","ปิยวัฒน์","ปกรณ์","0671168753","4/7/2548","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2565"
"jirphan.thi@rmutto.ac.th","Cs12345678","752286408285-0","จิรพัฒน์","ธีรเดช","0971618969","12/4/2548","อิสลาม","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2567"
"phachrnanth.pha@rmutto.ac.th","Cs12345678","293069474382-5","พัชรนันท์","ภานุพงษ์","0885015377","18-10-2543","พุทธ","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","144220695903-1","2565"
"pmphngs.wrc@rmutto.ac.th","Cs12345678","717603576037-6","ปฐมพงศ์","วรชาติ","0636258272","16-10-2547","คริสต์","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"wichit.aph@rmutto.ac.th","Cs12345678","739903281148-4","วิชิต","ณัฐพล","0657756046","2/7/2547","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2567"
"wrphan.rng@rmutto.ac.th","Cs12345678","139325953654-2","วรพัฒน์","ณรงค์ศักดิ์","0678167723","28-04-2549","ไม่ระบุ","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"jindaphimph.onu@rmutto.ac.th","Cs12345678","947962153226-1","จินดาพิมพ์","อนุรักษ์","0627960996","25-10-2549","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2565"
"awan.wik@rmutto.ac.th","Cs12345678","465961710404-3","ณัฐวัฒน์","วิกรม","0824080187","12/3/2547","อิสลาม","โรคหัวใจ","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2565"
"wiaillaks.sma@rmutto.ac.th","Cs12345678","653820915526-3","วิไลลักษณ์","สมาน","0998155536","12/11/2548","ไม่ระบุ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","144220695903-1","2565"
"phrethph.phr@rmutto.ac.th","Cs12345678","657789620605-6","พรเทพ","พรหมเทพ","0874832791","21-11-2546","พุทธ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2566"
"thipkr.phu@rmutto.ac.th","Cs12345678","394274917833-1","ทีปกร","ภูมิวัฒน์","0863196447","1/12/2548","ไม่ระบุ","ภูมิแพ้","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"surangkh.wra@rmutto.ac.th","Cs12345678","915929154577-4","สุรางค์","วรากร","0631673802","16-11-2543","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","144220695903-1","2567"
"phumiwan.pit@rmutto.ac.th","Cs12345678","544050128582-1","ภูมิวัฒน์","ปิติศักดิ์","0829420112","27-11-2545","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2565"
"jindami.thn@rmutto.ac.th","Cs12345678","103818643931-9","จินดามณี","ธนากร","0918160985","26-09-2546","ไม่ระบุ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2567"
"nbdinthr.sra@rmutto.ac.th","Cs12345678","781267831885-6","นฤบดินทร์","ศราวุธ","0901693779","14-10-2547","พุทธ","โรคหอบหืด","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2566"
"thwachphngs.phu@rmutto.ac.th","Cs12345678","655371694943-5","ธวัชพงศ์","ภูมิพงษ์","0926150109","25-10-2549","อิสลาม","ปัญหาการได้ยิน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2565"
"aicha.wrw@rmutto.ac.th","Cs12345678","337318654092-4","ณัฐณิชา","วรวิทย์","0971150536","16-10-2544","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2565"
"kwin.thn@rmutto.ac.th","Cs12345678","940547778006-8","กวิน","ธนวัฒน์","0877882213","17-08-2548","พุทธ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2567"
"suphphngs.awu@rmutto.ac.th","Cs12345678","113334570543-1","ศุภพงษ์","ณัฐวุฒิ","0941978353","11/3/2546","อิสลาม","โรคหอบหืด","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2566"
"sakdisiththi.phi@rmutto.ac.th","Cs12345678","611869385009-1","ศักดิ์สิทธิ์","พีรพงษ์","0643715084","9/3/2545","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"phachri.sir@rmutto.ac.th","Cs12345678","979629572796-9","พัชรี","ศิริชัย","0977280014","20-04-2548","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2567"
"wilasini.onu@rmutto.ac.th","Cs12345678","302277893257-5","วิลาสินี","อนุชา","0925808619","14-05-2543","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2565"
"wrwichy.nwl@rmutto.ac.th","Cs12345678","934939568903-9","วรวิชญ์","นวลจันทร์","0646351919","15-10-2545","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2567"
"ophichya.kit@rmutto.ac.th","Cs12345678","754879764464-2","อภิชญา","กิตติพงษ์","0975364089","9/6/2547","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"suphchay.pay@rmutto.ac.th","Cs12345678","141034610658-5","ศุภชัย","ปัญญาวงศ์","0930137384","15-02-2544","คริสต์","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2565"
"jintlaks.pri@rmutto.ac.th","Cs12345678","412989524403-0","จินตลักษณ์","ปริญญา","0891064597","12/9/2546","อิสลาม","ปัญหาการมองเห็น","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2567"
"athyan.pha@rmutto.ac.th","Cs12345678","360593778256-4","ณัฐธยาน์","ภานุ","0889028962","20-09-2544","ไม่ระบุ","ไมเกรน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2565"
"oakhrphngs.oru@rmutto.ac.th","Cs12345678","432718653020-7","อัครพงศ์","อรุณวงศ์","0980517574","24-05-2546","คริสต์","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"wremth.pkr@rmutto.ac.th","Cs12345678","919027340690-8","วรเมธ","ปกรณ์","0811976976","9/5/2544","พุทธ","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2565"
"piywan.sit@rmutto.ac.th","Cs12345678","734843456682-1","ปิยวัฒน์","สิทธิพงษ์","0630734616","21-02-2546","พุทธ","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2566"
"phakhphumi.tho@rmutto.ac.th","Cs12345678","722713227475-6","ภาคภูมิ","ทองคำ","0996393882","5/12/2544","อิสลาม","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2567"
"aphngs.kul@rmutto.ac.th","Cs12345678","307627579730-5","ณัฐพงษ์","กุลประเสริฐ","0984567979","7/12/2546","อิสลาม","ความดันโลหิตสูง","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","984996697888-9","2565"
"thnphl.swa@rmutto.ac.th","Cs12345678","864846933647-3","ธนพล","สวัสดิ์สุข","0935905639","21-11-2544","พุทธ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","949170634185-9","2566"
"kantthira.sud@rmutto.ac.th","Cs12345678","909940196916-0","กานต์ธีรา","สุดใจ","0895186568","6/10/2549","ไม่ระบุ","","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2565"
"jirphan.sit@rmutto.ac.th","Cs12345678","806315311079-3","จิรพัฒน์","สิทธิชัย","0896912415","16-04-2544","ไม่ระบุ","ไมเกรน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","812248950404-7","2566"
"suphaphr.oak@rmutto.ac.th","Cs12345678","509456641382-9","สุภาพร","อัครพล","0612441834","16-05-2547","อิสลาม","โรคเบาหวาน","ศิลปศาสตร์","การท่องเที่ยวและการโรงแรม (แขนงการโรงแรม)","839303944828-6","2565"
